rate,term,payment
0.0382262158,15.0000000000,730.8306000000
0.0714219657,30.0000000000,674.8796000000
0.0714911887,30.0000000000,675.3472000000
0.0918324585,15.0000000000,1025.1964000000
0.0830274672,30.0000000000,754.9780000000
0.0712948385,15.0000000000,906.0829000000
0.0634020732,15.0000000000,862.3470000000
0.0884629582,30.0000000000,793.5880000000
0.0629840242,30.0000000000,618.8687000000
0.0543384007,15.0000000000,813.5769000000
0.0704961978,30.0000000000,668.6383000000
0.0682205107,15.0000000000,888.9090000000
0.0331732792,30.0000000000,438.9101000000
0.0807052974,15.0000000000,959.7282000000
0.1296022601,30.0000000000,1103.0915000000
0.0584411229,15.0000000000,835.4580000000
0.0741058636,15.0000000000,921.9386000000
0.0416297138,15.0000000000,747.8813000000
0.0370807424,15.0000000000,725.1442000000
0.0992552177,30.0000000000,872.0729000000
0.0920112464,15.0000000000,1026.2659000000
0.0895649530,15.0000000000,1011.6802000000
0.0658246306,15.0000000000,875.6471000000
0.0429826290,30.0000000000,494.7694000000
0.0410161020,30.0000000000,483.2918000000
0.1115115680,30.0000000000,963.7626000000
0.0462238110,30.0000000000,513.9828000000
0.0692666811,15.0000000000,894.7335000000
0.0499168419,30.0000000000,536.3135000000
0.0746474875,30.0000000000,696.8023000000
0.0746946701,15.0000000000,925.2781000000
0.0412600077,30.0000000000,484.7079000000
0.0673395826,15.0000000000,884.0203000000
0.0717958950,15.0000000000,908.8985000000
0.0997997000,15.0000000000,1073.3801000000
0.0623279444,15.0000000000,856.4854000000
0.0718125472,15.0000000000,908.9921000000
0.0514763661,30.0000000000,545.8806000000
0.0901097672,30.0000000000,805.4126000000
0.0778359323,30.0000000000,718.7350000000
0.0687201097,15.0000000000,891.6879000000
0.0886979110,15.0000000000,1006.5354000000
0.0864514478,15.0000000000,993.2660000000
0.0262625588,15.0000000000,672.7489000000
0.0689814078,15.0000000000,893.1432000000
0.0666004016,30.0000000000,642.6296000000
0.0745471508,15.0000000000,924.4409000000
0.0937840605,15.0000000000,1036.9000000000
0.0492969195,30.0000000000,532.5329000000
0.0450070994,30.0000000000,506.7275000000
0.0427103929,30.0000000000,493.1724000000
0.0704967006,15.0000000000,901.6075000000
0.1020422320,15.0000000000,1087.1333000000
0.0520912728,30.0000000000,549.6749000000
0.0377678622,30.0000000000,464.6369000000
0.0589807221,30.0000000000,593.0132000000
0.0972276903,15.0000000000,1057.7087000000
0.0871482164,30.0000000000,784.1893000000
0.0664376543,15.0000000000,879.0301000000
0.0869274313,15.0000000000,996.0702000000
0.0418292541,15.0000000000,748.8882000000
0.0827680250,30.0000000000,753.1517000000
0.0579104254,15.0000000000,832.6094000000
0.1007376343,15.0000000000,1079.1223000000
0.0366658943,15.0000000000,723.0913000000
0.0793713100,30.0000000000,729.3866000000
0.0950142524,15.0000000000,1044.3107000000
0.0602443100,30.0000000000,601.1221000000
0.0728805359,30.0000000000,684.7593000000
0.0481031196,30.0000000000,525.2888000000
0.0545345610,30.0000000000,564.8722000000
0.1111107961,30.0000000000,960.7263000000
0.0758520508,15.0000000000,931.8609000000
0.0662075703,30.0000000000,640.0304000000
0.0808209722,30.0000000000,739.4958000000
0.0676791276,30.0000000000,649.7892000000
0.0964944035,15.0000000000,1053.2610000000
0.1201587429,30.0000000000,1029.8347000000
0.0824026837,15.0000000000,969.5743000000
0.0596848976,15.0000000000,842.1554000000
0.0781963278,30.0000000000,721.2301000000
0.0841906575,30.0000000000,763.1850000000
0.0473964178,15.0000000000,777.2975000000
0.0872704388,30.0000000000,785.0614000000
0.0676046820,15.0000000000,885.4899000000
0.0400194443,30.0000000000,477.5274000000
0.0601436979,15.0000000000,844.6334000000
0.0532788630,15.0000000000,807.9789000000
0.0920068597,30.0000000000,819.1043000000
0.1111289865,30.0000000000,960.8640000000
0.0877097117,15.0000000000,1000.6875000000
0.0534872755,30.0000000000,558.3345000000
0.0708764874,15.0000000000,903.7356000000
0.0896499366,30.0000000000,802.1051000000
0.0637790306,30.0000000000,624.0598000000
0.0497857157,30.0000000000,535.5128000000
0.0364307189,30.0000000000,457.0691000000
0.0831646872,15.0000000000,974.0111000000
0.0658156104,30.0000000000,637.4414000000
0.0771789192,30.0000000000,714.1947000000
0.0807087998,30.0000000000,738.7118000000
0.1032071850,15.0000000000,1094.3104000000
0.0412464355,30.0000000000,484.6290000000
0.0511018707,15.0000000000,796.5454000000
0.0733333792,15.0000000000,917.5669000000
0.0475153473,15.0000000000,777.9111000000
0.0943888253,15.0000000000,1040.5399000000
0.0816308373,30.0000000000,745.1651000000
0.0451449451,15.0000000000,765.7343000000
0.0277466997,30.0000000000,409.5491000000
0.0460461316,30.0000000000,512.9201000000
0.0931933743,30.0000000000,827.7049000000
0.0608169244,15.0000000000,848.2767000000
0.0721037196,15.0000000000,910.6305000000
0.0930654895,30.0000000000,826.7765000000
0.0234199547,30.0000000000,386.9551000000
0.1025573323,30.0000000000,896.5275000000
0.0840307202,15.0000000000,979.0662000000
0.0814957593,15.0000000000,964.3071000000
0.0563714142,15.0000000000,824.3791000000
0.1036404025,30.0000000000,904.5900000000
0.0567028215,15.0000000000,826.1475000000
0.0513483822,30.0000000000,545.0925000000
0.0552571602,30.0000000000,569.4035000000
0.0849791818,30.0000000000,768.7659000000
0.0906319366,30.0000000000,809.1738000000
0.0492663903,15.0000000000,786.9774000000
0.0884408288,30.0000000000,793.4295000000
0.0924356745,15.0000000000,1028.8069000000
0.0812128558,15.0000000000,962.6670000000
0.0641636610,30.0000000000,626.5779000000
0.0685203418,30.0000000000,655.3950000000
0.0647141155,30.0000000000,630.1891000000
0.0774871417,30.0000000000,716.3234000000
0.0712634947,15.0000000000,905.9069000000
0.0871644374,30.0000000000,784.3050000000
0.0761034185,15.0000000000,933.2938000000
0.0928269019,15.0000000000,1031.1519000000
0.0664415882,15.0000000000,879.0518000000
0.0900963006,30.0000000000,805.3156000000
0.0806951010,15.0000000000,959.6692000000
0.0344777242,30.0000000000,446.1344000000
0.0367745329,30.0000000000,459.0087000000
0.0946409233,30.0000000000,838.2356000000
0.0704722981,30.0000000000,668.4775000000
0.0957105946,30.0000000000,846.0437000000
0.0934708046,30.0000000000,829.7199000000
0.0566715867,15.0000000000,825.9808000000
0.0585040378,15.0000000000,835.7961000000
0.0858745239,15.0000000000,989.8725000000
0.0459394711,30.0000000000,512.2827000000
0.0899022855,15.0000000000,1013.6854000000
0.0728759592,30.0000000000,684.7282000000
0.1102612148,30.0000000000,954.2977000000
0.0857245253,15.0000000000,988.9911000000
0.0602078850,15.0000000000,844.9804000000
0.0811686752,15.0000000000,962.4110000000
0.0563009728,15.0000000000,824.0035000000
0.0552758704,30.0000000000,569.5211000000
0.0536684315,15.0000000000,810.0346000000
0.0650664291,15.0000000000,871.4726000000
0.0780614235,15.0000000000,944.4944000000
0.0580525466,15.0000000000,833.3718000000
0.1013865245,15.0000000000,1083.1034000000
0.0690617318,15.0000000000,893.5908000000
0.0705684254,15.0000000000,902.0092000000
0.0700174634,30.0000000000,665.4198000000
0.0632447682,30.0000000000,620.5692000000
0.0824382269,30.0000000000,750.8324000000
0.0487283712,15.0000000000,784.1853000000
0.0712230481,15.0000000000,905.6799000000
0.0525951483,15.0000000000,804.3781000000
0.0728444449,15.0000000000,914.8056000000
0.0839358940,15.0000000000,978.5120000000
0.0866384779,30.0000000000,780.5554000000
0.1082450159,30.0000000000,939.0861000000
0.0861196002,30.0000000000,776.8622000000
0.0982977376,30.0000000000,865.0187000000
0.1189996809,30.0000000000,1020.9191000000
0.0876817180,15.0000000000,1000.5221000000
0.0683341667,15.0000000000,889.5408000000
0.0734432153,30.0000000000,688.5855000000
0.0969173456,15.0000000000,1055.8252000000
0.0584490284,30.0000000000,589.6156000000
0.0602941526,15.0000000000,845.4468000000
0.0969645554,15.0000000000,1056.1116000000
0.0545041399,15.0000000000,814.4545000000
0.0755105460,15.0000000000,929.9160000000
0.0835174999,30.0000000000,758.4317000000
0.0801336758,15.0000000000,956.4240000000
0.0684235580,15.0000000000,890.0378000000
0.0591961098,15.0000000000,839.5199000000
0.0953003884,30.0000000000,843.0467000000
0.1181737518,15.0000000000,1188.4439000000
0.0793700111,15.0000000000,952.0187000000
0.0462244178,15.0000000000,771.2658000000
0.0435477958,15.0000000000,757.5923000000
0.0648971620,30.0000000000,631.3919000000
0.0530954787,15.0000000000,807.0122000000
0.1042167282,30.0000000000,908.8885000000
0.1011432138,30.0000000000,886.0312000000
0.0708728007,30.0000000000,671.1745000000
0.0492710664,15.0000000000,787.0017000000
0.0426218484,15.0000000000,752.8952000000
0.0963760538,15.0000000000,1052.5440000000
0.0297278768,15.0000000000,689.2736000000
0.0819047167,15.0000000000,966.6804000000
0.0563073542,30.0000000000,576.0186000000
0.0828470615,15.0000000000,972.1605000000
0.0641965333,15.0000000000,866.6965000000
0.1103276199,15.0000000000,1138.6550000000
0.0878160807,30.0000000000,788.9590000000
0.0385657966,15.0000000000,732.5214000000
0.0735116270,15.0000000000,918.5747000000
0.0789746906,30.0000000000,726.6296000000
0.0823791114,30.0000000000,750.4169000000
0.0619602923,30.0000000000,612.2113000000
0.0660943166,15.0000000000,877.1345000000
0.0588982667,30.0000000000,592.4857000000
0.0490108522,15.0000000000,785.6505000000
0.0484454941,30.0000000000,527.3615000000
0.1001901288,15.0000000000,1075.7686000000
0.1044053766,30.0000000000,910.2967000000
0.0551436173,15.0000000000,817.8458000000
0.0457480392,30.0000000000,511.1397000000
0.0681532394,15.0000000000,888.5352000000
0.0992342624,30.0000000000,871.9183000000
0.0968385199,30.0000000000,854.3008000000
0.0809777239,15.0000000000,961.3050000000
0.0748738370,30.0000000000,698.3508000000
0.0759333696,30.0000000000,705.6169000000
0.0656212998,30.0000000000,636.1595000000
0.0875547662,15.0000000000,999.7721000000
0.0968768858,15.0000000000,1055.5798000000
0.0895875403,15.0000000000,1011.8144000000
0.0346515718,30.0000000000,447.1020000000
0.0921700930,15.0000000000,1027.2165000000
0.0815528116,30.0000000000,744.6182000000
0.1009751633,30.0000000000,884.7862000000
0.0971800732,15.0000000000,1057.4196000000
0.0899087250,15.0000000000,1013.7237000000
0.0544628702,30.0000000000,564.4236000000
0.0620976536,15.0000000000,855.2315000000
0.0593330873,30.0000000000,595.2696000000
0.0402209331,15.0000000000,740.7956000000
0.0792863105,15.0000000000,951.5365000000
0.0291833469,30.0000000000,417.2124000000
0.0482224929,15.0000000000,781.5652000000
0.0721380862,15.0000000000,910.8240000000
0.0754304207,30.0000000000,702.1642000000
0.0852849571,30.0000000000,770.9339000000
0.0732489112,30.0000000000,687.2633000000
0.0646179890,30.0000000000,629.5578000000
0.0384731032,30.0000000000,468.6546000000
0.0734007555,30.0000000000,688.2965000000
0.0773375064,15.0000000000,940.3452000000
0.0648152247,30.0000000000,630.8533000000
0.1178398202,15.0000000000,1186.3056000000
0.0345117343,30.0000000000,446.3236000000
0.1005325945,15.0000000000,1077.8657000000
0.0430085139,30.0000000000,494.9214000000
0.0618679580,30.0000000000,611.6124000000
0.0951604870,30.0000000000,842.0254000000
0.0510829466,15.0000000000,796.4464000000
0.0389881815,30.0000000000,471.6005000000
0.0749460492,30.0000000000,698.8451000000
0.0527678823,30.0000000000,553.8641000000
0.1020407915,30.0000000000,892.6894000000
0.0731297760,15.0000000000,916.4165000000
0.0568697442,30.0000000000,579.5753000000
0.1029380187,15.0000000000,1092.6502000000
0.0622549730,30.0000000000,614.1245000000
0.0947465811,15.0000000000,1042.6961000000
0.0841177655,30.0000000000,762.6698000000
0.0884171173,30.0000000000,793.2597000000
0.0441536861,15.0000000000,760.6751000000
0.0792311916,30.0000000000,728.4122000000
0.0710072399,15.0000000000,904.4689000000
0.0410001197,30.0000000000,483.1991000000
0.0685052958,15.0000000000,890.4925000000
0.0864092886,15.0000000000,993.0179000000
0.0573297330,30.0000000000,582.4917000000
0.0908157538,30.0000000000,810.4991000000
0.0658118902,30.0000000000,637.4168000000
0.0627831078,30.0000000000,617.5597000000
0.0611015702,15.0000000000,849.8198000000
0.0690889864,30.0000000000,659.1954000000
0.0841421015,30.0000000000,762.8418000000
0.0574239015,15.0000000000,830.0027000000
0.1147059429,15.0000000000,1166.3210000000
0.0828819389,30.0000000000,753.9534000000
0.0261088223,30.0000000000,400.9100000000
0.0601980487,30.0000000000,600.8244000000
0.0825201907,30.0000000000,751.4086000000
0.0815934605,30.0000000000,744.9031000000
0.0777966737,15.0000000000,942.9759000000
0.0936607011,30.0000000000,831.1001000000
0.0824594266,15.0000000000,969.9043000000
0.0746855120,30.0000000000,697.0623000000
0.0612759699,30.0000000000,607.7785000000
0.0499977161,15.0000000000,790.7817000000
0.0795941823,30.0000000000,730.9375000000
0.0833846057,15.0000000000,975.2935000000
0.0963381024,30.0000000000,850.6344000000
0.0680904323,30.0000000000,652.5277000000
0.0578745139,15.0000000000,832.4169000000
0.0659722512,15.0000000000,876.4611000000
0.0217931005,30.0000000000,378.6505000000
0.0793468333,15.0000000000,951.8852000000
0.0806737315,15.0000000000,959.5456000000
0.0569725973,15.0000000000,827.5887000000
0.1046797453,15.0000000000,1103.4143000000
0.0585835618,15.0000000000,836.2235000000
0.0693848000,30.0000000000,661.1760000000
0.0431845557,30.0000000000,495.9557000000
0.1101887788,15.0000000000,1137.7826000000
0.0695243272,30.0000000000,662.1110000000
0.0548946164,15.0000000000,816.5243000000
0.0744922056,15.0000000000,924.1291000000
0.0292157500,30.0000000000,417.3862000000
0.0948275444,15.0000000000,1043.1843000000
0.0785231187,30.0000000000,723.4952000000
0.0941106025,15.0000000000,1038.8646000000
0.0754386208,30.0000000000,702.2204000000
0.0637401705,30.0000000000,623.8056000000
0.0833098178,15.0000000000,974.8573000000
0.0774401734,30.0000000000,715.9989000000
0.0728538977,15.0000000000,914.8589000000
0.0734703584,15.0000000000,918.3413000000
0.0551465702,30.0000000000,568.7089000000
0.0615553607,30.0000000000,609.5866000000
0.0842153591,15.0000000000,980.1456000000
0.0973279401,30.0000000000,857.8911000000
0.1039740192,30.0000000000,907.0776000000
0.0883599716,30.0000000000,792.8504000000
0.0571762534,30.0000000000,581.5178000000
0.0716717072,15.0000000000,908.2002000000
0.0618544937,15.0000000000,853.9087000000
0.0885634976,30.0000000000,794.3082000000
0.0696312350,30.0000000000,662.8277000000
0.0679168700,15.0000000000,887.2223000000
0.0688717860,30.0000000000,657.7428000000
0.0903745913,15.0000000000,1016.4962000000
0.0616027671,15.0000000000,852.5404000000
0.0814121821,15.0000000000,963.8224000000
0.0645865767,15.0000000000,868.8362000000
0.0953877002,15.0000000000,1046.5654000000
0.0712374327,15.0000000000,905.7606000000
0.0650603523,15.0000000000,871.4392000000
0.0468572004,30.0000000000,517.7799000000
0.0915369998,30.0000000000,815.7063000000
0.0516288862,15.0000000000,799.3048000000
0.0472306471,15.0000000000,776.4427000000
0.0941779521,30.0000000000,834.8631000000
0.0632412874,15.0000000000,861.4682000000
0.0723960548,15.0000000000,912.2771000000
0.0541514026,30.0000000000,562.4762000000
0.0717771900,15.0000000000,908.7933000000
0.0554269424,15.0000000000,819.3508000000
0.0582109936,30.0000000000,588.0974000000
0.1083413133,15.0000000000,1126.2032000000
0.0317557036,30.0000000000,431.1318000000
0.0899791867,30.0000000000,804.4729000000
0.0795012077,30.0000000000,730.2904000000
0.0779739890,15.0000000000,943.9928000000
0.0576071142,30.0000000000,584.2535000000
0.1108559961,15.0000000000,1141.9779000000
0.0742876944,30.0000000000,694.3435000000
0.0934371537,30.0000000000,829.4754000000
0.0325167841,30.0000000000,435.2984000000
0.0588516019,30.0000000000,592.1873000000
0.0806511047,30.0000000000,738.3086000000
0.0743070438,30.0000000000,694.4756000000
0.0454049536,30.0000000000,509.0943000000
0.0366489161,30.0000000000,458.2995000000
0.0858896578,15.0000000000,989.9614000000
0.0744160412,15.0000000000,923.6970000000
0.0506644165,15.0000000000,794.2590000000
0.0347614386,15.0000000000,713.7116000000
0.0839899389,15.0000000000,978.8278000000
0.0459547279,15.0000000000,769.8817000000
0.0526401194,30.0000000000,553.0719000000
0.0529487372,30.0000000000,554.9864000000
0.0596319843,15.0000000000,841.8699000000
0.0498268536,15.0000000000,789.8920000000
0.0656439571,30.0000000000,636.3089000000
0.0855606175,15.0000000000,988.0285000000
0.0974044766,30.0000000000,858.4530000000
0.0637428681,15.0000000000,864.2113000000
0.0648882698,30.0000000000,631.3334000000
0.0756236249,30.0000000000,703.4897000000
0.0695128181,30.0000000000,662.0338000000
0.0620259542,30.0000000000,612.6374000000
0.0808640777,30.0000000000,739.7971000000
0.0648248681,15.0000000000,870.1449000000
0.0766373493,15.0000000000,936.3412000000
0.0838617913,30.0000000000,760.8615000000
0.0786730668,30.0000000000,724.5355000000
0.0859568625,15.0000000000,990.3565000000
0.0441412445,30.0000000000,501.5956000000
0.0579876521,15.0000000000,833.0236000000
0.0713138047,30.0000000000,674.1492000000
0.0741302957,15.0000000000,922.0770000000
0.0907134691,15.0000000000,1018.5153000000
0.0858900826,15.0000000000,989.9639000000
0.0554615375,30.0000000000,570.6881000000
0.0644192310,15.0000000000,867.9178000000
0.0664079107,30.0000000000,641.3554000000
0.0429383552,15.0000000000,754.4989000000
0.0701769449,30.0000000000,666.4913000000
0.1021378556,15.0000000000,1087.7216000000
0.0735708723,30.0000000000,689.4547000000
0.0630089621,30.0000000000,619.0312000000
0.0548122040,30.0000000000,566.6113000000
0.0568962668,30.0000000000,579.7432000000
0.0808805173,15.0000000000,960.7422000000
0.0725389368,15.0000000000,913.0824000000
0.0472543133,30.0000000000,520.1675000000
0.0881959865,15.0000000000,1003.5630000000
0.0603715439,30.0000000000,601.9413000000
0.1073044450,30.0000000000,932.0117000000
0.0529497936,30.0000000000,554.9929000000
0.0488094573,30.0000000000,529.5692000000
0.1023165434,30.0000000000,894.7378000000
0.0483978496,15.0000000000,782.4729000000
0.0579293932,15.0000000000,832.7111000000
0.0583618849,15.0000000000,835.0324000000
0.0454140084,30.0000000000,509.1482000000
0.0322682688,15.0000000000,701.5430000000
0.0753832243,30.0000000000,701.8405000000
0.0702843640,30.0000000000,667.2134000000
0.0859571896,15.0000000000,990.3584000000
0.0475385421,15.0000000000,778.0308000000
0.0864200902,30.0000000000,779.0002000000
0.0957312163,30.0000000000,846.1944000000
0.0740298835,15.0000000000,921.5081000000
0.0797127570,30.0000000000,731.7631000000
0.0640084547,30.0000000000,625.5613000000
0.0618608353,15.0000000000,853.9432000000
0.0937431783,15.0000000000,1036.6542000000
0.0688198449,15.0000000000,892.2432000000
0.0757150708,15.0000000000,931.0805000000
0.0620754997,15.0000000000,855.1110000000
0.0680028043,30.0000000000,651.9439000000
0.0445403741,30.0000000000,503.9580000000
0.0640460374,15.0000000000,865.8716000000
0.0333148124,30.0000000000,439.6908000000
0.0589766742,30.0000000000,592.9873000000
0.0688080616,30.0000000000,657.3168000000
0.0752345801,15.0000000000,928.3459000000
0.0691002840,15.0000000000,893.8057000000
0.0231749021,30.0000000000,385.6974000000
0.0847951273,30.0000000000,767.4620000000
0.0633264231,30.0000000000,621.1021000000
0.0296688963,15.0000000000,688.9903000000
0.0579499856,30.0000000000,586.4346000000
0.0761614085,30.0000000000,707.1844000000
0.0620347437,30.0000000000,612.6944000000
0.1191337372,15.0000000000,1194.6006000000
0.0511431236,15.0000000000,796.7612000000
0.0511711315,30.0000000000,544.0018000000
0.0878231774,30.0000000000,789.0097000000
0.0308944167,15.0000000000,694.8914000000
0.0602104093,15.0000000000,844.9940000000
0.0791215907,15.0000000000,950.5880000000
0.0550909198,15.0000000000,817.5660000000
0.0926833380,30.0000000000,824.0043000000
0.0600294427,30.0000000000,599.7398000000
0.0345140115,30.0000000000,446.3363000000
0.1044603193,15.0000000000,1102.0555000000
0.0539197063,30.0000000000,561.0297000000
0.0336101859,15.0000000000,708.0770000000
0.0926133445,15.0000000000,1029.8715000000
0.1168819998,30.0000000000,1004.6757000000
0.0551976784,30.0000000000,569.0299000000
0.0642509628,30.0000000000,627.1500000000
0.0612826441,30.0000000000,607.8217000000
0.1057576438,30.0000000000,920.4084000000
0.0765151237,30.0000000000,709.6185000000
0.0789059272,15.0000000000,949.3467000000
0.1006752694,30.0000000000,882.5657000000
0.0621534262,30.0000000000,613.4649000000
0.0884663725,15.0000000000,1005.1637000000
0.1059518372,30.0000000000,921.8630000000
0.0755307537,15.0000000000,930.0310000000
0.0884161603,15.0000000000,1004.8663000000
0.0841177535,30.0000000000,762.6697000000
0.1068659693,30.0000000000,928.7185000000
0.0694382716,15.0000000000,895.6907000000
0.0872331527,30.0000000000,784.7953000000
0.0518886286,30.0000000000,548.4231000000
0.0767051760,30.0000000000,710.9276000000
0.0676464937,30.0000000000,649.5722000000
0.0608864342,15.0000000000,848.6534000000
0.0698243840,15.0000000000,897.8467000000
0.0597983112,30.0000000000,598.2544000000
0.0608280753,30.0000000000,604.8847000000
0.0527188719,15.0000000000,805.0290000000
0.0280959170,15.0000000000,681.4609000000
0.0419910045,30.0000000000,488.9647000000
0.0540645880,15.0000000000,812.1281000000
0.0444354865,30.0000000000,503.3366000000
0.0802087004,15.0000000000,956.8573000000
0.0693793647,30.0000000000,661.1396000000
0.0851345049,30.0000000000,769.8669000000
0.0770345374,15.0000000000,938.6115000000
0.0782376771,15.0000000000,945.5061000000
0.1058209118,15.0000000000,1110.4936000000
0.0235326063,15.0000000000,659.9037000000
0.0538524133,15.0000000000,811.0065000000
0.0633687360,15.0000000000,862.1648000000
0.0573232901,30.0000000000,582.4508000000
0.0756805056,15.0000000000,930.8836000000
0.0730482539,15.0000000000,915.9561000000
0.0737084928,30.0000000000,690.3923000000
0.0389559881,15.0000000000,734.4670000000
0.0807710642,15.0000000000,960.1087000000
0.0595459601,30.0000000000,596.6345000000
0.0892946558,30.0000000000,799.5527000000
0.1014000184,15.0000000000,1083.1862000000
0.0636921745,30.0000000000,623.4917000000
0.0819143654,30.0000000000,747.1535000000
0.0679069656,15.0000000000,887.1673000000
0.0896268658,30.0000000000,801.9393000000
0.0743660477,15.0000000000,923.4135000000
0.0851756612,15.0000000000,985.7695000000
0.0988423151,30.0000000000,869.0288000000
0.0597140601,30.0000000000,597.7134000000
0.0681294468,15.0000000000,888.4030000000
0.0690295637,15.0000000000,893.4115000000
0.0712364840,30.0000000000,673.6273000000
0.0885035492,15.0000000000,1005.3838000000
0.0555320934,15.0000000000,819.9098000000
0.0362555717,30.0000000000,456.0827000000
0.0856543839,30.0000000000,773.5559000000
0.0715240304,30.0000000000,675.5691000000
0.0403287698,30.0000000000,479.3126000000
0.0645110198,30.0000000000,628.8557000000
0.0657052485,15.0000000000,874.9891000000
0.0626595116,30.0000000000,616.7550000000
0.0580533030,15.0000000000,833.3758000000
0.0607617996,30.0000000000,604.4570000000
0.0413760265,30.0000000000,485.3822000000
0.0983306230,15.0000000000,1064.4154000000
0.0709645897,15.0000000000,904.2297000000
0.0887924632,30.0000000000,795.9493000000
0.0644526680,15.0000000000,868.1013000000
0.0549520727,30.0000000000,567.4883000000
0.0577948555,30.0000000000,585.4473000000
0.0822417585,15.0000000000,968.6386000000
0.0766086755,15.0000000000,936.1774000000
0.0321793946,15.0000000000,701.1116000000
0.1020623639,15.0000000000,1087.2572000000
0.0870308445,15.0000000000,996.6800000000
0.0644595850,15.0000000000,868.1392000000
0.0417016963,30.0000000000,487.2777000000
0.0376758924,30.0000000000,464.1142000000
0.0710829958,30.0000000000,672.5917000000
0.0717305410,15.0000000000,908.5310000000
0.0666773756,30.0000000000,643.1394000000
0.0675346654,30.0000000000,648.8285000000
0.1394293461,15.0000000000,1327.9096000000
0.0895674543,30.0000000000,801.5123000000
0.0696298348,15.0000000000,896.7600000000
0.0509680142,15.0000000000,795.8454000000
0.0755738244,30.0000000000,703.1480000000
0.0628410650,30.0000000000,617.9371000000
0.0696680860,15.0000000000,896.9736000000
0.0788122393,30.0000000000,725.5014000000
0.0458463583,30.0000000000,511.7266000000
0.1242490887,30.0000000000,1061.4344000000
0.0703830096,30.0000000000,667.8768000000
0.0482673372,15.0000000000,781.7973000000
0.0494623278,15.0000000000,787.9956000000
0.0207519333,15.0000000000,646.9770000000
0.0693214594,15.0000000000,895.0390000000
0.0660717742,30.0000000000,639.1330000000
0.0917442203,30.0000000000,817.2044000000
0.0423489745,30.0000000000,491.0561000000
0.0468405587,15.0000000000,774.4334000000
0.0913817285,30.0000000000,814.5844000000
0.0573710193,15.0000000000,829.7196000000
0.0551714420,30.0000000000,568.8651000000
0.0764681631,15.0000000000,935.3750000000
0.1024925082,30.0000000000,896.0456000000
0.1266640014,15.0000000000,1243.3712000000
0.0664992536,15.0000000000,879.3704000000
0.0867283460,15.0000000000,994.8969000000
0.0363544116,15.0000000000,721.5522000000
0.0577348664,30.0000000000,585.0657000000
0.0663643023,15.0000000000,878.6249000000
0.0465437825,15.0000000000,772.9067000000
0.1003705710,30.0000000000,880.3112000000
0.0791513401,15.0000000000,950.7592000000
0.0844977476,30.0000000000,765.3568000000
0.0360078319,15.0000000000,719.8420000000
0.0681729978,30.0000000000,653.0780000000
0.0977340410,30.0000000000,860.8737000000
0.0873927795,30.0000000000,785.9347000000
0.0835437915,15.0000000000,976.2223000000
0.0750733539,15.0000000000,927.4293000000
0.0670039899,15.0000000000,882.1618000000
0.0529752073,15.0000000000,806.3786000000
0.0745408763,15.0000000000,924.4052000000
0.0701588433,30.0000000000,666.3696000000
0.1005048033,30.0000000000,881.3042000000
0.0999983696,30.0000000000,877.5595000000
0.0357575666,15.0000000000,718.6086000000
0.0998509635,30.0000000000,876.4704000000
0.0668421431,30.0000000000,644.2312000000
0.0981158139,15.0000000000,1063.1076000000
0.0623116980,30.0000000000,614.4930000000
0.0388791105,15.0000000000,734.0835000000
0.0408771137,30.0000000000,482.4858000000
0.0836357022,15.0000000000,976.7588000000
0.0302959619,15.0000000000,692.0059000000
0.0900498142,15.0000000000,1014.5629000000
0.0970540410,15.0000000000,1056.6546000000
0.0713208757,30.0000000000,674.1970000000
0.0630572347,15.0000000000,860.4628000000
0.0731806382,30.0000000000,686.7989000000
0.0474045201,15.0000000000,777.3393000000
0.0605977968,15.0000000000,847.0899000000
0.0855819899,15.0000000000,988.1540000000
0.0525528711,15.0000000000,804.1557000000
0.0576117858,30.0000000000,584.2832000000
0.0662591223,30.0000000000,640.3713000000
0.0256146949,30.0000000000,398.3242000000
0.0673643276,30.0000000000,647.6965000000
0.0769057987,30.0000000000,712.3105000000
0.0832819405,30.0000000000,756.7708000000
0.0863837359,30.0000000000,778.7414000000
0.0522483923,15.0000000000,802.5554000000
0.0640047826,30.0000000000,625.5372000000
0.0525331657,30.0000000000,552.4091000000
0.0823089233,15.0000000000,969.0291000000
0.0745321127,30.0000000000,696.0134000000
0.0654070627,30.0000000000,634.7474000000
0.0565967637,15.0000000000,825.5813000000
0.0765954447,15.0000000000,936.1019000000
0.0741124507,15.0000000000,921.9759000000
0.0607770944,15.0000000000,848.0609000000
0.0891689468,15.0000000000,1009.3288000000
0.0646678100,30.0000000000,629.8850000000
0.0545139935,30.0000000000,564.7435000000
0.0429902548,30.0000000000,494.8142000000
0.0702552823,15.0000000000,900.2561000000
0.0802799674,30.0000000000,735.7172000000
0.0768637680,30.0000000000,712.0207000000
0.0479532549,30.0000000000,524.3828000000
0.0688102571,15.0000000000,892.1899000000
0.0698068394,30.0000000000,664.0057000000
0.0360264464,15.0000000000,719.9338000000
0.0789191290,30.0000000000,726.2437000000
0.0413632570,30.0000000000,485.3080000000
0.0928350679,30.0000000000,825.1047000000
0.0769027283,15.0000000000,937.8578000000
0.0669101898,30.0000000000,644.6824000000
0.0867596011,30.0000000000,781.4183000000
0.0434796547,30.0000000000,497.6920000000
0.0717302542,15.0000000000,908.5294000000
0.0891982711,30.0000000000,798.8607000000
0.0624793307,30.0000000000,615.5828000000
